USER_ID, HEIGHT, WEIGHT, ADDRESS
4247, 121, 123, 'Yundtmouth'
3836, 111, 113, 'Abshiretown'
4493, 67, 131, 'Manteville'
1798, 97, 118, 'Orange'
2700, 73, 167, 'New Claudia'
3797, 115, 135, 'West Margaretcester'
3866, 67, 106, 'South Tellystad'
1011, 126, 170, 'Port Noel'
2478, 119, 155, 'Ashburn'
1262, 117, 105, 'North Coy'
1682, 148, 166, 'Janyville'
1818, 131, 101, 'Marianboro'
4055, 65, 108, 'Oakland Park'
2782, 72, 151, 'Katelynshire'
4194, 112, 126, 'Paradise'
2130, 50, 146, 'Port Reubenshire'
4342, 127, 105, 'North Alda'
2058, 115, 150, 'Moenworth'
3735, 77, 146, 'Trentton'
2927, 62, 178, 'Arden-Arcade'
2236, 61, 168, 'El Paso'
4063, 92, 125, 'Gleichnerboro'
3135, 101, 159, 'Hudsonport'
496, 74, 149, 'North Meaganfield'
4146, 86, 176, 'Alameda'
365, 66, 123, 'Chicago'
4475, 111, 136, 'Rautown'
3369, 113, 115, 'Brockbury'
514, 75, 128, 'East Kaleb'
2032, 131, 104, 'South Kirsten'
2367, 75, 105, 'South Clintonhaven'
1, 74, 160, 'East Rosalindaberg'
2198, 58, 126, 'Sawaynchester'
1996, 61, 134, 'North Faemouth'
675, 52, 115, 'Lake Madaline'
4979, 110, 175, 'Port Kameronville'
1945, 83, 139, 'Dellview'
1948, 98, 139, 'Plano'
3990, 122, 118, 'Anyaside'
1656, 64, 167, 'South Geovanni'
3189, 142, 124, 'Annalisefort'
3751, 98, 153, 'Port Kristinafurt'
1535, 67, 155, 'Urbandale'
2952, 129, 136, 'Fort Ephraim'
312, 140, 122, 'North Garnetborough'
1535, 101, 135, 'South Bertramworth'
349, 143, 157, 'Declanland'
4239, 123, 143, 'Metzcester'
3873, 51, 128, 'South Ceasar'
3318, 96, 148, 'Meggieburgh'
2866, 149, 124, 'Gulfport'
3105, 110, 139, 'Sandy'
3308, 58, 127, 'South Kristoferworth'
1559, 50, 166, 'Lakewood'
1272, 81, 142, 'Lake Ephraim'
1601, 76, 139, 'Fort Deja'
3541, 126, 113, 'Lueilwitzport'
4940, 67, 117, 'Elmhurst'
881, 123, 131, 'Longview'
3776, 130, 120, 'South Rhiannonfort'
2443, 54, 111, 'Troyview'
3211, 64, 178, 'East Skylar'
4140, 144, 143, 'Bahringerburgh'
336, 116, 107, 'South Jonatancester'
4440, 139, 104, 'Rosenbaumville'
2103, 121, 114, 'Franceston'
432, 135, 178, 'Ortizboro'
1893, 121, 145, 'San Angelo'
3624, 147, 151, 'Bellflower'
2313, 50, 169, 'Stokesstad'
3052, 109, 126, 'South Dedrickhaven'
3168, 145, 167, 'San Bernardino'
2038, 69, 107, 'Fort Jeffryboro'
763, 123, 128, 'East Bellatown'
2322, 143, 169, 'South Brianneworth'
1427, 126, 141, 'Schaefershire'
2433, 91, 125, 'San Diego'
4107, 121, 137, 'Brooklynchester'
2375, 112, 104, 'South Arianna'
153, 88, 144, 'Alexandria'
2606, 51, 113, 'Deanview'
1214, 115, 154, 'Union City'
1709, 61, 171, 'Lake Elouisemouth'
982, 128, 124, 'North Favianstead'
2456, 66, 105, 'Zoestad'
3656, 84, 116, 'West Randal'
1309, 125, 157, 'Baileeberg'
1017, 67, 170, 'Lawrence'
1881, 133, 108, 'Morgan Hill'
4201, 144, 151, 'San Jose'
2185, 124, 152, 'East Charles'
3072, 102, 158, 'South Darrell'
390, 93, 120, 'Buena Park'
770, 100, 101, 'North Jacklynport'
837, 60, 147, 'North Amyafurt'
1991, 69, 113, 'North Eusebio'
1072, 66, 104, 'Madilynmouth'
2645, 82, 133, 'Sebastianstead'
2298, 113, 158, 'Sanfordmouth'
1524, 81, 139, 'Ponce'
2726, 91, 176, 'Jeffreyside'
4063, 58, 137, 'El Cajon'
2626, 66, 112, 'West Mollyburgh'
754, 101, 165, 'West Cecilia'
2571, 136, 123, 'South Addisonbury'
3307, 128, 138, 'Marvintown'
35, 132, 155, 'East Adolfton'
3375, 131, 106, 'Fort Eleazarstead'
4761, 140, 159, 'South Valley'
1282, 97, 142, 'Smithamhaven'
1783, 117, 110, 'Monserratechester'
3394, 79, 155, 'Santa Ana'
3557, 85, 125, 'East Rhodaview'
4479, 134, 112, 'Sunrise'
2475, 101, 119, 'New Teresa'
4295, 51, 140, 'Bergetown'
2953, 120, 146, 'Everett'
998, 103, 106, 'Lake Martycester'
1126, 75, 134, 'Kalamazoo'
2291, 91, 178, 'Marlinboro'
893, 98, 179, 'Erickahaven'
839, 58, 140, 'Clayside'
1349, 62, 159, 'East Vito'
757, 132, 100, 'Rebecachester'
4709, 139, 100, 'Schadenshire'
2650, 64, 102, 'O'Reillyfield'
3862, 80, 123, 'Ankundingborough'
4538, 117, 159, 'Demarcotown'
2516, 133, 120, 'Port Davonte'
3690, 74, 143, 'Vernonchester'
902, 94, 112, 'Ernserstead'
1287, 80, 137, 'Albuquerque'
3286, 74, 112, 'Temple'
297, 115, 177, 'Lake Geofort'
2538, 57, 130, 'Lake Tylerfort'
2480, 126, 118, 'East Korbinmouth'
4385, 81, 142, 'Oakland Park'
1376, 62, 117, 'Edgarmouth'
3736, 122, 114, 'Farrellville'
4841, 120, 172, 'Winston-Salem'
1901, 125, 157, 'South Emanuel'
996, 105, 155, 'Redlands'
2666, 81, 169, 'Rancho Cucamonga'
4162, 70, 152, 'Rancho Palos Verdes'
1012, 133, 119, 'Jaleelview'
1513, 54, 165, 'North Anastasia'
2871, 70, 107, 'South Lilliana'
2129, 95, 161, 'Gibsonshire'
2687, 103, 145, 'Lake Joview'
2766, 83, 177, 'West Lafayette'
1436, 147, 129, 'Lilyworth'
581, 145, 179, 'Kubshire'
4548, 122, 108, 'Port Jessikatown'
2197, 76, 150, 'New Kurtis'
4354, 140, 161, 'East Christinebury'
4113, 73, 157, 'Keyonfort'
2573, 56, 116, 'South Clay'
1282, 62, 113, 'Handworth'
3459, 76, 117, 'Hicklefort'
1128, 83, 125, 'Indianapolis'
1407, 137, 160, 'Port Violetteland'
3441, 124, 123, 'South Keshawn'
3367, 116, 174, 'Heathcotetown'
2854, 61, 111, 'Myronview'
2780, 104, 125, 'Grand Junction'
3165, 51, 175, 'Hammond'
2925, 103, 149, 'New Keara'
4321, 69, 140, 'North Arlene'
3724, 94, 160, 'South Marioboro'
1314, 75, 138, 'New Ernestbury'
4528, 101, 126, 'New Donnystead'
2001, 71, 122, 'Macejkovicfurt'
4163, 100, 149, 'Balistreriport'
103, 52, 122, 'Fort Turner'
3083, 100, 108, 'East Kaylacester'
1199, 55, 158, 'Oklahoma City'
4944, 84, 176, 'Terrystead'
34, 109, 140, 'El Paso'
1018, 132, 110, 'Meriden'
1303, 70, 154, 'South Macfurt'
4762, 97, 135, 'Port Cordiaton'
3613, 94, 104, 'Syracuse'
274, 66, 116, 'Abelardostead'
2673, 66, 116, 'St. George'
667, 143, 154, 'Schultzview'
4346, 118, 118, 'Austynton'
3514, 125, 174, 'Port Caroline'
1909, 117, 111, 'North Mara'
2898, 122, 126, 'Corkerychester'
3515, 58, 120, 'Port Ernestinastad'
3122, 121, 124, 'Springfield'
3092, 132, 132, 'Larissaborough'
2778, 138, 150, 'Ebertcester'
2400, 63, 146, 'Greenfelderburgh'
4243, 148, 171, 'Lake Sybleville'
1317, 56, 138, 'Fontana'
2266, 129, 145, 'West Dagmarhaven'
669, 91, 158, 'Mission'
2759, 77, 174, 'Fort Alia'
4383, 51, 152, 'South Reubenboro'
1116, 71, 147, 'Rauhaven'
981, 142, 141, 'Madison'
4822, 52, 110, 'Lake Maidaside'
1489, 118, 155, 'New Aniyamouth'
1963, 88, 168, 'Spring Valley'
3449, 90, 167, 'Cutler Bay'
2433, 129, 137, 'Gorczanyview'
6, 120, 152, 'Wildermanstad'
3221, 111, 125, 'West Winston'
2214, 79, 172, 'New Bryanaview'
822, 111, 171, 'Compton'
3994, 71, 167, 'South Idellcester'
2230, 80, 154, 'Mohammadbury'
4478, 84, 103, 'North Lavonboro'
4448, 116, 172, 'Port Rigobertobury'
2648, 98, 117, 'West Ryannchester'
2520, 131, 115, 'Fort Moriah'
735, 82, 126, 'Jacobiport'
4748, 145, 146, 'Thelmaport'
1797, 135, 135, 'East Ramiro'
1850, 146, 166, 'Pacochachester'
3411, 101, 146, 'Palm Harbor'
1059, 104, 102, 'Rileyshire'
3536, 113, 147, 'Mortonbury'
2889, 108, 168, 'Shawnland'
3551, 126, 127, 'North Dallas'
3420, 79, 177, 'Port Carrollfield'
4224, 63, 106, 'Hansenshire'
174, 91, 144, 'Leannaburgh'
4775, 89, 148, 'Nathanielside'
1727, 73, 114, 'Lake Madison'
2940, 51, 141, 'El Paso'
4070, 105, 108, 'Runtemouth'
2540, 96, 158, 'Lake Mckenna'
1822, 127, 173, 'West Kayden'
1841, 93, 134, 'Skylarburgh'
1473, 116, 118, 'Fontana'
882, 67, 134, 'Kacimouth'
3860, 120, 136, 'Decatur'
4835, 82, 123, 'Zackarymouth'
2394, 120, 143, 'West Agnesside'
3991, 130, 160, 'Meghanport'
2363, 66, 140, 'South Bernita'
4302, 94, 152, 'Hamillfurt'
1700, 73, 140, 'Ashleyport'
24, 79, 159, 'North Gideonfort'
3253, 61, 112, 'Cremincester'
3703, 93, 142, 'Minnetonka'
216, 70, 100, 'Rancho Cucamonga'
3267, 96, 135, 'Fort Armani'
563, 69, 113, 'Shanahanborough'
1929, 96, 161, 'O'Fallon'
4435, 131, 113, 'Salinas'
1408, 99, 158, 'East Generalborough'
4739, 77, 155, 'Binsville'
4511, 98, 169, 'Naperville'
2218, 108, 101, 'Warren'
1351, 128, 108, 'Robertsfort'
1707, 128, 154, 'Lake Thaddeus'
2576, 139, 110, 'Port Antwonside'
1018, 64, 128, 'West Odellport'
329, 87, 122, 'North Percivalmouth'
963, 137, 120, 'Jonesborough'
2749, 76, 132, 'West Wilmer'
4787, 70, 152, 'North Dovieview'
1407, 142, 102, 'Rutherfordstead'
3566, 117, 159, 'Pasco'
4465, 69, 132, 'Alessiaborough'
1582, 92, 175, 'North Quintenburgh'
3997, 73, 170, 'Norvalfurt'
1965, 100, 167, 'Lake Pierce'
3438, 67, 126, 'New Cieloside'
3373, 122, 128, 'Nonaville'
2264, 112, 162, 'Millershire'
4316, 119, 121, 'Cartercester'
3374, 65, 125, 'Frisco'
2975, 50, 141, 'Cleveland'
2198, 77, 121, 'Tamarac'
431, 110, 107, 'Tonawanda'
2689, 62, 146, 'Marshallland'
1808, 129, 104, 'Alexzanderboro'
156, 60, 121, 'Wisozkville'
4827, 94, 103, 'Marceloberg'
1770, 86, 105, 'Cormierstad'
3416, 99, 114, 'Fort Arvidstad'
1708, 84, 106, 'Olinfurt'
4027, 73, 101, 'East Ed'
3727, 113, 128, 'New Malloryton'
2279, 68, 116, 'Cheektowaga'
1751, 65, 177, 'South Bend'
4743, 87, 164, 'Boganstad'
1686, 134, 129, 'Watsonville'
1223, 137, 155, 'Fort Franco'
757, 143, 114, 'West Florencemouth'
3693, 119, 138, 'Port Vada'
2546, 143, 118, 'Jacobitown'
220, 52, 118, 'Genovevaburgh'
4209, 147, 169, 'North Kaylee'
4822, 105, 109, 'Fort Josestead'
4764, 149, 174, 'Ethylmouth'
2999, 58, 118, 'Ondrickachester'
2767, 131, 125, 'North Miami'
2529, 115, 139, 'North Jaylonhaven'
3129, 58, 105, 'Mount Pleasant'
4624, 96, 139, 'West Daija'
1418, 119, 112, 'Fountainebleau'
3466, 72, 135, 'New Sandy'
2145, 140, 175, 'East Bernadine'
1314, 60, 163, 'Palm Harbor'
796, 124, 120, 'Lake Grace'
1004, 114, 146, 'Fort Rupertchester'
2931, 114, 119, 'West Hildaport'
3735, 70, 178, 'Rosendoburgh'
366, 114, 169, 'Keeblerstad'
171, 96, 158, 'Grantview'
950, 81, 168, 'Kurtisville'
4417, 148, 143, 'New Kirstenton'
4232, 120, 166, 'New Zoraton'
2729, 120, 111, 'San Diego'
2181, 105, 122, 'Fort Verdashire'
4179, 90, 138, 'Shieldsmouth'
184, 59, 109, 'Kayleeton'
1439, 84, 128, 'Murrayworth'
2132, 102, 122, 'Uptonshire'
3302, 73, 162, 'South Enochtown'
1470, 50, 112, 'Robertsstead'
2401, 139, 159, 'Port Devante'
3978, 52, 100, 'Abbottland'
1740, 123, 141, 'Bonitaburgh'
1633, 81, 130, 'Apopka'
1106, 121, 151, 'New Emmanuelchester'
702, 111, 162, 'South Leonoraview'
2198, 65, 117, 'McAllen'
3430, 84, 168, 'Fort Rickeyhaven'
3885, 58, 117, 'Vineland'
2486, 100, 179, 'New Luciostad'
863, 60, 151, 'Sioux City'
1525, 79, 162, 'Fort Godfrey'
1218, 129, 133, 'North Carlee'
3610, 83, 136, 'East Los Angeles'
3481, 59, 104, 'Tellyview'
312, 70, 112, 'Pfefferport'
4179, 135, 142, 'Fort Bailey'
145, 124, 178, 'Cape Coral'
2919, 113, 128, 'Hillsberg'
4289, 68, 150, 'Lake Elmo'
289, 145, 115, 'Toms River'
1239, 57, 111, 'Summerville'
1683, 139, 171, 'Torphyborough'
443, 133, 109, 'Leesburg'
693, 128, 134, 'South Jamilburgh'
4071, 55, 138, 'Port Burnice'
610, 126, 154, 'West Meagantown'
3862, 66, 122, 'Rubiefield'
3759, 67, 177, 'Faystead'
1401, 126, 111, 'Indianapolis'
1043, 100, 132, 'East Alvaboro'
830, 140, 118, 'West Madaline'
1698, 113, 121, 'Port Webster'
263, 55, 101, 'West Keaganshire'
2054, 147, 138, 'Lake Cooper'
3286, 125, 144, 'North Magdalen'
4221, 141, 178, 'Roanoke'
637, 91, 119, 'Ankundingport'
2693, 69, 107, 'Lake Juddmouth'
1096, 105, 168, 'Jarretport'
1712, 66, 152, 'Bernierberg'
2609, 52, 118, 'Gusikowskiland'
2930, 141, 111, 'Akron'
3420, 61, 164, 'Huelland'
3259, 73, 102, 'Bel Air South'
2692, 61, 149, 'Kannapolis'
4344, 60, 104, 'Welchchester'
3309, 84, 129, 'West Marilieville'
4319, 53, 168, 'Myleston'
3678, 114, 178, 'Bogisichview'
3737, 145, 154, 'Erickaborough'
2826, 72, 138, 'Boehmville'
1169, 129, 106, 'Schinnerville'
618, 65, 172, 'Herbertbury'
2441, 77, 141, 'North Cassie'
4284, 51, 119, 'Port Olin'
4108, 146, 141, 'North Malvinaworth'
4275, 115, 152, 'Laishabury'
4259, 147, 151, 'Port Steve'
161, 97, 177, 'Rutherfordboro'
457, 90, 133, 'Dickinsonstead'
1112, 138, 129, 'Myriamburgh'
1072, 136, 106, 'West Floyfield'
4029, 126, 119, 'Casperchester'
2062, 58, 161, 'North Zeldashire'
143, 90, 103, 'Chino'
2609, 53, 135, 'North Bernhardcester'
2524, 118, 177, 'West Thaliabury'
2708, 96, 128, 'Clovis'
1911, 61, 168, 'Fort Hesterborough'
76, 149, 169, 'Fort Tristonshire'
1324, 125, 159, 'Wilson'
2902, 66, 150, 'Marleeshire'
815, 79, 143, 'Lolitaview'
4504, 100, 152, 'Binsboro'
2439, 125, 116, 'Samanthaburgh'
2309, 129, 142, 'Fairfield'
1391, 109, 173, 'Chico'
2705, 76, 167, 'Fort Westleyberg'
536, 66, 103, 'Tuscaloosa'
3354, 55, 146, 'New Demetrius'
4448, 86, 155, 'Fort Kristoferville'
1947, 128, 159, 'Lake Bettyborough'
3210, 79, 159, 'Caylaworth'
3976, 134, 148, 'Wichita Falls'
3482, 139, 157, 'Lakinbury'
2814, 123, 151, 'Fort Yadira'
4909, 95, 136, 'Theodoremouth'
1754, 58, 126, 'South Brown'
2981, 73, 118, 'VonRuedenfurt'
3593, 77, 145, 'Lombard'
1094, 50, 102, 'Kassulkeburgh'
27, 140, 174, 'Lake Bernitaland'
1426, 95, 166, 'Fort Gunnerberg'
2470, 81, 168, 'Raynorchester'
2190, 131, 153, 'Fort Santinostad'
261, 94, 138, 'West Caroline'
4188, 132, 117, 'Lake Willard'
2832, 76, 100, 'Lake Murphyfield'
1303, 54, 140, 'Port Cyrusview'
1409, 140, 170, 'South Thorafort'
1422, 76, 149, 'West Candidoboro'
915, 121, 159, 'West Evelynfort'
1465, 129, 124, 'Keelingfield'
1256, 85, 103, 'Berniebury'
4594, 122, 109, 'Ryanport'
4321, 144, 174, 'Rohanhaven'
3366, 57, 104, 'Jessicacester'
602, 88, 161, 'McCulloughworth'
2056, 96, 148, 'Romaguerastad'
2951, 145, 104, 'Florin'
2086, 77, 135, 'Haverhill'
1453, 106, 175, 'Port Judson'
1955, 104, 132, 'South Francesca'
4815, 76, 169, 'Marleeport'
2837, 88, 164, 'Lake Brennahaven'
3586, 147, 103, 'Malvinaport'
744, 68, 171, 'Port Ettie'
4819, 109, 157, 'Port Iliana'
4666, 118, 150, 'Bedford'
2068, 139, 131, 'Ottisfield'
137, 51, 150, 'Ileneberg'
3110, 145, 166, 'Battle Creek'
902, 89, 160, 'Aufderharberg'
605, 114, 174, 'Bashirianport'
953, 144, 158, 'Layton'
462, 93, 171, 'East Delta'
1989, 112, 103, 'Kuhicchester'
903, 56, 137, 'Oakland Park'
3075, 82, 112, 'East Bennie'
977, 87, 156, 'Palo Alto'
670, 85, 132, 'Lake Sydnee'
1969, 67, 115, 'Douglasfort'
755, 147, 148, 'Zemlakville'
2060, 66, 173, 'Mohrstad'
3765, 82, 164, 'West Destinyshire'
973, 57, 127, 'Coeur d'Alene'
195, 116, 172, 'McAllen'
2137, 63, 160, 'New Doviefurt'
3441, 80, 104, 'Oletaview'
1065, 147, 102, 'South Dariana'
706, 139, 162, 'North Lisandroberg'
1243, 141, 114, 'Fort Noreneberg'
1359, 117, 126, 'Clayview'
3537, 118, 152, 'East Marcelfurt'
1056, 65, 162, 'North Kirstinville'
2245, 102, 175, 'Gerlachboro'
1276, 50, 108, 'North Luisa'
618, 122, 104, 'Lubbock'
4372, 137, 111, 'East Lillieville'
1780, 109, 148, 'East Hertacester'
2986, 127, 157, 'Zackerymouth'
1776, 119, 160, 'Lake Havasu City'
4603, 56, 136, 'Fort Edna'
3431, 124, 132, 'Reginaldfort'
3523, 70, 112, 'Trevafield'
2278, 128, 109, 'Ornside'
1648, 120, 129, 'Clintcester'
1640, 145, 116, 'Elizabeth'
2526, 52, 122, 'Port Leonorview'
3482, 95, 113, 'Port Hilario'
4043, 65, 160, 'Port Cathyburgh'
3197, 143, 172, 'East Ginoside'
1131, 121, 157, 'Hicksville'
4262, 129, 103, 'New Albertberg'
2601, 117, 150, 'Rowlett'
3533, 89, 108, 'Lake Alejandrintown'
651, 117, 174, 'Dietrichport'
692, 88, 118, 'Rempelfurt'
3726, 115, 125, 'East Carole'
89, 136, 155, 'Westminster'
389, 73, 162, 'Chayaland'
3577, 83, 121, 'Fort Bernie'
4905, 107, 144, 'Hodkiewiczburgh'
34, 96, 109, 'Friesenland'
4086, 140, 141, 'Fort Gerryhaven'
3602, 134, 143, 'Moenhaven'
1248, 112, 124, 'Port Brianachester'
840, 81, 115, 'West Catherinestad'
3330, 145, 127, 'Sporerfurt'
1054, 104, 143, 'Philadelphia'
4017, 130, 152, 'South Brennonhaven'
814, 95, 115, 'Arturocester'
1895, 65, 140, 'Susiefurt'
1104, 107, 125, 'West Roderick'
280, 107, 151, 'Lake Isaiasborough'
759, 83, 136, 'Russelport'
731, 135, 140, 'North Danial'
4228, 66, 168, 'Amayafort'
1460, 67, 146, 'East Grace'
215, 103, 128, 'Jaroncester'
533, 114, 126, 'West Lornafort'
3952, 101, 104, 'Arnoldburgh'
2735, 60, 168, 'Ferminstead'
4324, 96, 103, 'Blacksburg'
2218, 80, 117, 'Ethelynbury'
644, 76, 149, 'Delano'
3252, 54, 165, 'Lakewood'
1852, 120, 152, 'Novi'
4759, 133, 139, 'Port Garrisonfield'
4995, 89, 116, 'Port Davin'
1401, 147, 165, 'Enterprise'
1162, 64, 130, 'Turnerhaven'
3127, 59, 154, 'South Cedrick'
2656, 81, 160, 'Claudiabury'
1972, 63, 152, 'Burleson'
936, 88, 122, 'Lake Sarai'
1336, 103, 134, 'Considinefort'
3997, 144, 115, 'South Damon'
2832, 120, 177, 'North Rosemaryboro'
2479, 120, 132, 'Farrellport'
4866, 115, 179, 'Amieport'
2119, 129, 104, 'Langland'
773, 149, 143, 'Greenburgh'
360, 137, 175, 'East Theastad'
2939, 66, 150, 'Strongsville'
4213, 128, 177, 'Port Tavaresstad'
293, 119, 155, 'Middletown'
1594, 80, 150, 'North Sigmund'
3066, 81, 170, 'South Rosalinda'
443, 111, 115, 'East Mallieport'
3795, 63, 174, 'Fort Quentinland'
2419, 133, 102, 'Fort Sonya'
2171, 62, 135, 'Nampa'
1179, 58, 109, 'San Clemente'
158, 127, 163, 'Eraside'
399, 130, 172, 'West Alfredomouth'
3756, 107, 146, 'Hegmannfort'
1603, 54, 169, 'Bergstromworth'
3532, 92, 106, 'Eagan'
932, 139, 105, 'South Aylin'
2081, 126, 130, 'South Marcus'
382, 108, 134, 'Casimerland'
